1_32_0_0_0_243074662454_1394459949_77	0	32	0.000000000000000	nan	nan	122447.6875	19265.0561205	122447.6875	19265.0561205	297697.749999999941792	18052252435.677417755126953	0.100000000000000	0.000000000000000	0.000036277726875	0.000000000428546	21.656250000000004	836.748991935484014	3.988879235715634	17.172755985764134	0.823482093750000	0.034229841825314	-2.065777232491961	4.081344637168663	0.013278392281250	0.000201863696517	1.358304340575388	0.418029497850860	-0.747050487812500	0.482515796579787	0.525366285546766	-0.507005493070277	-0.089388182161290	0.020171237853774	-2.432478697608951	6.992286682359111	8.072711656250000	44.048519088684948	1.156594140956809	1.043144872116134
1_32_0_1_0_243074662454_1394459949_77	0	32	0.000000000000000	nan	nan	110588.09375	30648.636355	110588.09375	30648.636355	253023.031249999970896	18216763476.482864379882812	0.100000000000000	0.000000000000000	0.000036908141250	0.000000000452720	20.093750000000000	890.023185483870861	4.225238290705614	18.857514198298116	0.788253562500000	0.058244946107415	-2.077107551179697	3.369601621272420	0.011002493468750	0.000145655250231	1.793840890864664	2.632718729841392	-0.645931937500000	0.568895390656448	0.647718227117802	-0.292773369094092	-0.095564546451613	0.018133758345257	-1.445544569328971	1.154366341586378	7.047892625000001	37.168363964720633	0.902809512291589	-0.449562890259489
1_32_0_2_0_243074662454_1394459949_77	0	32	0.000000000000000	nan	nan	83873.46875	38852.4776357	83873.46875	38852.4776357	221518.218750000000000	19539366490.886089324951172	0.100000000000000	0.000000000000000	0.000037798206875	0.000000000425884	16.281250000000000	171.692540322580641	1.124597310617625	0.671270872180212	0.807848187500000	0.030923616534093	-1.493227190691453	1.467096126075207	0.008475450937500	0.000042241477555	0.793133422942745	-0.326912888491963	-0.506365762500000	0.707060520027144	1.064749886406775	1.833035064336395	-0.077642544129032	0.027594554980228	-4.099043708273101	17.687818906180603	6.073006687500000	18.737707256627576	0.636007247481923	-0.319809607597530
1_32_0_3_0_243074662454_1394459949_77	0	32	0.000000000000000	nan	nan	118552.09375	25202.4182926	118552.09375	25202.4182926	274819.125000000058208	23179251160.564510345458984	0.100000000000000	0.000000000000000	0.000036685652500	0.000000000424030	18.187499999999996	543.770161290322449	3.343820065601900	12.156932217658248	0.791443625000000	0.046893622217468	-2.310716182110664	5.230563161838768	0.009955084593750	0.000099976792088	1.500933482046076	1.374538005289184	-0.616537202187500	0.378238247043487	-0.448653841406290	-0.756074060876625	-0.091502015967742	0.034099084016311	-2.133415722369909	3.502442630267838	6.571273656250000	24.955713977014234	0.483508981631635	-0.930972545072528
1_32_0_4_0_243074662454_1394459949_77	0	32	0.000000000000000	nan	nan	106040.53125	34350.781411	106040.53125	34350.781411	228235.843750000029104	21379140602.071571350097656	0.100000000000000	0.000000000000000	0.000036409380312	0.000000000450678	18.874999999999996	518.370967741935374	3.421684820668347	13.474792582730991	0.798308281250000	0.033443173652789	-1.401296052921415	1.151461509552164	0.009946809093750	0.000123646483200	1.395075625587308	0.797556561819909	-0.763956689687500	0.484081205734300	0.395869531282483	-0.889060483068167	-0.096888824096774	0.016717619189593	-1.320845377027371	0.413021825304567	6.048998281250000	28.229803203448665	0.892685053454188	-0.270803228868889
1_32_0_5_0_243074662454_1394459949_77	0	32	0.000000000000000	nan	nan	91828.71875	33243.1064987	91828.71875	33243.1064987	255142.718750000000000	20986526738.015121459960938	0.100000000000000	0.000000000000000	0.000037657503437	0.000000000495077	18.562500000000000	453.608870967742178	3.163709886964085	11.823692522547786	0.761016406250000	0.071858711333346	-1.825186597757191	2.291689819161255	0.009090048031250	0.000104783219517	1.489221117635743	1.225166684475576	-0.826317109375000	0.606258243260157	1.076562560067104	0.911870081194162	-0.066003684687500	0.022519886572521	-0.836301255240286	5.336919337278541	5.712945531250001	26.939816473636643	1.280977780796488	1.327091936982616
1_32_0_6_0_243074662454_1394459949_77	0	32	0.000000000000000	nan	nan	94613.96875	36777.1472137	94613.96875	36777.1472137	236818.937500000058208	17558157507.673381805419922	0.100000000000000	0.000000000000000	0.000037157452188	0.000000000474623	14.906250000000000	138.603830645161224	1.431520440867988	1.786107809617752	0.799080562500000	0.028317067227673	-1.756036104176220	2.872812437252354	0.008315237625000	0.000074162225155	1.536143608458509	1.156533321633175	-0.522512709375000	0.496776544219409	0.463025452596367	0.784382303477824	-0.074417630967742	0.027267139681989	-2.613608092900101	8.159803538442050	5.575429156249999	21.742787207634912	1.035017208948353	-0.013906931920129
1_32_0_7_0_243074662454_1394459949_77	0	32	0.000000000000000	nan	nan	93644.21875	33713.6850331	93644.21875	33713.6850331	259330.499999999970896	28328412556.903228759765625	0.100000000000000	0.000000000000000	0.000037497461875	0.000000000433292	16.187500000000000	193.576612903225765	1.142911428032978	0.411950489186498	0.785636250000000	0.047801207217161	-2.004848630932584	4.007698802584873	0.010763980062500	0.000162063207307	2.006898849012006	3.751090655006826	-0.445189218750000	0.940346666199015	0.915023060782252	0.573019571352336	-0.090108238709677	0.067581890233775	-2.744191287431556	10.241267749783933	7.008359562500001	37.512887804261538	0.897780605931808	-0.058648540852184
1_32_0_8_0_243074662454_1394459949_77	0	32	0.000000000000000	nan	nan	88381.71875	38659.0670496	88381.71875	38659.0670496	244276.906250000029104	19615807350.474800109863281	0.100000000000000	0.000000000000000	0.000038224095000	0.000000000505692	21.124999999999993	801.016129032258164	3.438363785106274	13.378285968228056	0.813616781250000	0.026231279485467	-0.922430658068742	-0.235254197909193	0.009895852250000	0.000142823201067	2.551157503729002	6.624923672149173	-0.586570503125000	0.707305816476219	0.697577078987117	0.080725975123711	-0.064070548548387	0.114879696564279	-1.056836392521059	9.452972411608453	6.706583781249999	47.977796765260173	2.217137599120317	5.813779026628449
1_32_0_9_0_243074662454_1394459949_77	0	32	0.000000000000000	nan	nan	99622.5625	39636.3387305	99622.5625	39636.3387305	255851.187499999941792	13232577216.157260894775391	0.100000000000000	0.000000000000000	0.000036555349688	0.000000000476404	18.718750000000004	252.595766129032228	1.602661033373710	2.292425236693708	0.834300156250000	0.024959404299297	-2.027149760487770	4.434245608506282	0.011928989250000	0.000179730856262	1.507279126466993	1.174266908650998	-0.503488909375000	0.638155731184140	0.089660629744277	-0.702645482597120	-0.058483704193548	0.031350562381868	-1.718084424190305	6.880157378786960	7.368648937500000	40.879193284463227	1.258124372291286	1.137315868338162
